,case_id,prompt,subject,target_false,target_true
8277,8277,{}'s position is,Pius XII,bishop,pope
8278,8278,{} is located in,Adelaide Island,Africa,Antarctica
8279,8279,{} plays the instrument,Marcel Ciampi,guitar,piano
8280,8280,"{}, which is located in",Piazza al Serchio,Sweden,Italy
8281,8281,"{}, created by",Tizen,Google,Intel
8282,8282,"{}, who plays the position",Jim Druckenmiller,midfielder,quarterback
8283,8283,"{}, a native",Guy Patin,Dutch,French
8284,8284,"{}, a product manufactured by",Andrew File System,Microsoft,IBM
8285,8285,The native language of {} is,David Beckham,French,English
8286,8286,"{}, who is a citizen of",Celso Amorim,Greece,Brazil
8287,8287,"{}'s capital city,",Kingdom of Italy,Naples,Florence
8288,8288,{} took up work in,Hadia Tajik,Paris,Oslo
8289,8289,{} premieres on,In the Arena,CBS,CNN
8290,8290,{} works in the field of,Callippus,philosophy,astronomy
8291,8291,{} works in the area of,Willem Piso,astronomy,physician
8292,8292,{} is a twin city of,Kanpur,Ankara,Manchester
8293,8293,{}'s position is,Martin Drennan,pope,bishop
8294,8294,{} can be found in,Gulf War,Istanbul,Iraq
8295,8295,{} is follower of,Alodia,Islam,Christianity
8296,8296,{} was originally aired on,Wrestling Society X,CBS,MTV
8297,8297,The official religion of {} is,Al-Mukhtar,Christianity,Islam
8298,8298,"{}, whose headquarters are in",Sora Ltd.,Chicago,Tokyo
8299,8299,{} plays in the position of,Otis Wilson,quarterback,linebacker
8300,8300,{} is located in,Rhine,Antarctica,Europe
8301,8301,The language used by {} is,Gao Xingjian,Latin,Chinese
8302,8302,{} is based in,Irish Citizen Army,Glasgow,Dublin
8303,8303,The domain of activity of {} is,Sin-Itiro Tomonaga,astronomy,physics
8304,8304,{} is to debut on,Baa Baa Black Sheep,CBS,NBC
8305,8305,{} is owned by,Yahoo Mail,Google,Yahoo
8306,8306,{} is owned by,Google Image Labeler,Winnipeg,Google
8307,8307,{} is a twin city of,Buenos Aires,Venice,Warsaw
8308,8308,"{}'s capital,",Kingdom of Valencia,Singapore,Valencia
8309,8309,The language of {} is,Le Voyage en douce,English,French
8310,8310,{} is from,Sky Sports Racing,Sony,Sky
8311,8311,{} is headquartered in,Heilmann & Littmann,Bangalore,Munich
8312,8312,"{}, the",Henry Burris,midfielder,quarterback
8313,8313,{} plays in the position of,Dan Alexa,quarterback,midfielder
8314,8314,{} is produced by,Sega 32X,Samsung,Sega
8315,8315,{} label :,Sidewalk Prophets,Paramount,Word
8316,8316,{} is created by,Airbus A310,Dodge,Airbus
8317,8317,"{}, whose headquarters are in",Sukhoi,Dublin,Moscow
8318,8318,{} was founded in,PLDT,Waterloo,Manila
8319,8319,{} was formed in,Stiff Valentine,Canada,Vancouver
8320,8320,"{}, founded in",Atlas Genius,Seoul,Adelaide
8321,8321,"{}, produced by",Chevrolet Corvette C3,Toyota,Chevrolet
8322,8322,{} is follower of,Fakhr al-Din al-Razi,Catholicism,Islam
8323,8323,The law in {} declares the language,Jharkhand,Spanish,Hindi
8324,8324,"{}, located in",Bogra Zilla School,Philippines,Bangladesh
8325,8325,The original language of {} was,Les Nanas,English,French
8326,8326,{} was originally from,Fad Gadget,Atlanta,London
8327,8327,The mother tongue of {} is,Jan Commelin,French,Dutch
8328,8328,"{}, in",Bighorn River,Ohio,Montana
8329,8329,The original language of {} is,Odd Man Out,Tamil,English
8330,8330,{} speaks,Peter Brook,Tamil,English
8331,8331,{} worked in the city of,Grand Duke Alexander Mikhailovich of Russia,Berlin,Paris
8332,8332,{} is created by,Cadillac Brougham,Suzuki,Cadillac
8333,8333,The genre played by {} is,The Incomplete Enchanter,jazz,fantasy
8334,8334,"{}, a citizen of",Alex Sirvent,Nigeria,Mexico
8335,8335,{} plays as,Simon Rolfes,quarterback,midfielder
8336,8336,"{}, located in",Ruhla,Tunisia,Germany
8337,8337,"{}, a native",Irina Arkhipova,French,Russian
8338,8338,{} is located in,Prey Veng Province,Nevada,Cambodia
8339,8339,"{}, the",David Batty,forward,midfielder
8340,8340,"{}, playing the",Mel Schacher,piano,guitar
8341,8341,{} worked in the city of,Enki Bilal,Prague,Paris
8342,8342,"{}, speaker of",Jules Favre,Dutch,French
8343,8343,{} was originally from,Nicolas Gigault,Belfast,Paris
8344,8344,"{}, in",Little Bear River,Florida,Utah
8345,8345,"{}, located in",Langarud County,Japan,Iran
8346,8346,The official religion of {} is,Bayazid Bastami,Christianity,Islam
8347,8347,The location of {} is,Parsley Massacre,Arizona,Haiti
8348,8348,The headquarters of {} is in,John Thompson Productions,Chicago,Berlin
8349,8349,{} took up work in,Luke Hansard,Cologne,Norwich
8350,8350,The original language of {} is,Iru Kodugal,English,Tamil
8351,8351,The law in {} declares the language,Wales,Finnish,English
8352,8352,The language used by {} is,Peter Cowie,French,English
8353,8353,{}'s occupation is,Anna Neagle,journalist,actor
8354,8354,{} is in,Cape Perez,Europe,Antarctica
8355,8355,{}'s occupation is,"Benedict Calvert, 4th Baron Baltimore",actor,politician
8356,8356,"{}, that originated in",Muisjes,Cuba,Netherlands
8357,8357,{} was called after,Lake Geneva,Cornwall,Geneva
8358,8358,{} plays,Abdullah Ibrahim,trumpet,piano
8359,8359,{} is produced by,Honda RA272,Fiat,Honda
8360,8360,{} works in the area of,Vilhelm Bjerknes,philosophy,physics
8361,8361,The genre played by {} is,Al Haig,musical,jazz
8362,8362,{} found employment in,Ernest Picard,Rome,Paris
8363,8363,The domain of activity of {} is,Edward Burnett Tylor,science,anthropology
8364,8364,{} is located in,Gainesville Municipal Airport,Victoria,Texas
8365,8365,{} was named for,Chhatrapati Shivaji International Airport,Americas,Mumbai
8366,8366,{} is located in,Mount Manthe,Asia,Antarctica
8367,8367,{} is a part of the,Haiti national football team,NATO,FIFA
8368,8368,The occupation of {} is,Maxine Miller,astronaut,actor
8369,8369,{} works as,Gustave Kahn,actor,poet
8370,8370,{} lost their life at,Bertrand Andrieu,Shanghai,Paris
8371,8371,{} writes in,Javier Espinosa,Italian,Spanish
8372,8372,{}'s occupation is,John Clayton Allen,novelist,politician
8373,8373,The language of {} was,Kaminey,Polish,Hindi
8374,8374,The law in {} declares the language,Montenegro,Italian,Serbian
8375,8375,{}'s expertise is,Leonhard Euler,psychology,physics
8376,8376,{} is located in,Bolvadin,Qatar,Turkey
8377,8377,{} was started in,The Sunshine Underground,Brooklyn,Leeds
8378,8378,{} holds the title of,Abbas II of Persia,bishop,Shah
8379,8379,The official language of {} is,Kiuruvesi,English,Finnish
8380,8380,{} plays the,Eddie Jobson,piano,violin
8381,8381,{} is follower of,Abdullah Quilliam,Buddhism,Islam
8382,8382,{} speaks the language,Victoria Silvstedt,English,French
8383,8383,"In {}, an official language is",Russian Soviet Federative Socialist Republic,Finnish,Russian
8384,8384,{} premieres on,SportsCentury,History,ESPN
8385,8385,{}'s profession is an,Christiane Noll,composer,actor
8386,8386,{} is in,Morecambe,California,Lancaster
8387,8387,{} expired at,Sofia Kovalevskaya,Paris,Stockholm
8388,8388,{} is located in,Ufa,Bangladesh,Russia
8389,8389,{} can be found in,Holmbury St Mary,Belfast,Surrey
8390,8390,{} is a part of the continent of,Chester Cone,Europe,Antarctica
8391,8391,What is the twin city of {}? It is,Minneapolis,Madrid,Santiago
8392,8392,"{}, which was named for",USS Honolulu,Berlin,Honolulu
8393,8393,{} is located in the country of,Miramichi Centre,Poland,Canada
8394,8394,{} belongs to the continent of,Coulter Heights,Europe,Antarctica
8395,8395,Which position does {} play? They play as,James Laurinaitis,quarterback,linebacker
8396,8396,What is the twin city of {}? It is,Bern,Jakarta,Vienna
8397,8397,The language used by {} is,Robert Garnier,Russian,French
8398,8398,{} works for,Stephen Fry,IBM,BBC
8399,8399,What sport does {} play? They play,Edgaras Jankauskas,baseball,soccer
8400,8400,{} originated from,Henri Estienne,Seattle,Paris
8401,8401,{} is developed by,BMW 700,Fiat,BMW
8402,8402,{} performs,Reynaldo Hahn,thriller,opera
8403,8403,"{}, of",Frank Bough,UNESCO,BBC
8404,8404,The native language of {} is,Kad Merad,Dutch,French
8405,8405,{} plays in the position of,Chad Hutchinson,midfielder,quarterback
8406,8406,{} passed away at,Mathilde Mallinger,Wellington,Berlin
8407,8407,{} is a product of,Fonz,Google,Sega
8408,8408,{} used to work in,Conrad Schick,Stockholm,Jerusalem
8409,8409,{} is a product of,IA-64,IBM,Intel
8410,8410,{} originated from,Albert Allen Bartlett,Melbourne,Shanghai
8411,8411,"{}, who works as",Herbert Romulus O'Conor,composer,lawyer
8412,8412,{} is created by,Honda CB750,BMW,Honda
8413,8413,{} is headquartered in,Acne Studios,London,Stockholm
8414,8414,{} is located in,Cordiner Peaks,Europe,Antarctica
8415,8415,"{}, created in",Kakao M,Liverpool,Seoul
8416,8416,{} plays as,Thomas Greiss,defender,goaltender
8417,8417,{} worked in,Edward Bulwer-Lytton,Moscow,London
8418,8418,"{}, which is located in",Ulpiana,Estonia,Kosovo
8419,8419,"{}, a citizen of",Peggy Nash,Iran,Canada
8420,8420,The profession of {} is,Ron Grainer,politician,composer
8421,8421,{} belongs to the continent of,Shipton Ridge,Asia,Antarctica
8422,8422,{} is originally from,Llewellyn Vaughan-Lee,Mecca,London
8423,8423,"{}, a product created by",Microsoft Internet Explorer 6,Google,Microsoft
8424,8424,"{}, which is named for",Solomon Islands,Manchester,Solomon
8425,8425,{} plays in the position of,Dewey Selmon,quarterback,linebacker
8426,8426,The mother tongue of {} is,Philippe de Mornay,Russian,French
8427,8427,The mother tongue of {} is,Jan Davidsz. de Heem,Russian,Dutch
8428,8428,{} debuted on,Newhart,MTV,CBS
8429,8429,{} is a part of the continent of,Stonington Island,Europe,Antarctica
8430,8430,The law in {} declares the language,Isle of Man,French,English
8431,8431,"{}, who is a citizen of",Arthur Calwell,Armenia,Australia
8432,8432,{} was native to,Frederick William II of Prussia,Lisbon,Berlin
8433,8433,"{}, who is employed by",Huw Wheldon,ESPN,BBC
8434,8434,The profession of {} is,Karen Gillan,comedian,actor
8435,8435,The headquarter of {} is in,Smith & Nephew,Istanbul,London
8436,8436,"{}, a citizen of",Duiliu Zamfirescu,Spain,Romania
8437,8437,{} is in,Pennsylvania Route 696,Gujarat,Pennsylvania
8438,8438,{} is employed by,Barbara Sleigh,IBM,BBC
8439,8439,The language used by {} is,David Foster Wallace,Swedish,English
8440,8440,{} is originally from,Cynan Garwyn,London,Wales
8441,8441,{} was employed in,Marie François Oscar Bardy de Fourtou,Venice,Paris
8442,8442,{} premieres on,EZ Streets,NBC,CBS
8443,8443,"{}, the",Kelly Hrudey,midfielder,goaltender
8444,8444,{} has a citizenship from,Felice Bonetto,France,Italy
8445,8445,{} premieres on,The Roman Holidays,MTV,NBC
8446,8446,{}'s life ended in,Domenico Fontana,Paris,Naples
8447,8447,{} is located in,L'Escala,Germany,Spain
8448,8448,{} died in,John Broadwood,Minneapolis,London
8449,8449,The headquarters of {} is in,Munich Re,Tehran,Munich
8450,8450,{} was originally aired on,Sushi Pack,NBC,CBS
8451,8451,"{}, that was from",Harishchandrachi Factory,Netherlands,India
8452,8452,The language of {} is,A Man of Straw,Spanish,Italian
8453,8453,"{}, who is a citizen of",Yves Sente,Ireland,Belgium
8454,8454,{} performs,Virgilio Mazzocchi,jazz,opera
8455,8455,{} is located in the continent,history of Africa,Antarctica,Africa
8456,8456,{} from,Don 2,Spain,India
8457,8457,{} passed away at,Rutland Barrington,Paris,London
8458,8458,The law in {} declares the language,Costa Rica,English,Spanish
8459,8459,The expertise of {} is,Michael Faraday,anatomy,physics
8460,8460,The official language of {} is,Ruovesi,Catalan,Finnish
8461,8461,{} passed away in,Cornelius Vermuyden,Paris,London
8462,8462,{} performs,Mel Lewis,opera,jazz
8463,8463,"{}, from",Nanalan',Italy,Canada
8464,8464,"{}, a citizen of",Jose de Venecia,Ireland,Philippines
8465,8465,"In {}, they understand",Guinea,Finnish,French
8466,8466,"{}, in",Copenhagen Business School,Tucson,Copenhagen
8467,8467,{} has a citizenship from,Adabel Guerrero,Denmark,Argentina
8468,8468,"{}, that was developed in",Bettie Serveert,Japan,Netherlands
8469,8469,{} is located in,Pickwick Island,Asia,Antarctica
8470,8470,{}'s owner,Amazon Web Services,Belgium,Amazon
8471,8471,{} premiered on,The Man from U.N.C.L.E.,HBO,NBC
8472,8472,"In {}, the language spoken is",Mykolaiv Oblast,French,Russian
8473,8473,{} is native to,Alfred Adler,London,Vienna
8474,8474,The language of {} was,Terribly Happy,Spanish,Danish
8475,8475,"{}, which has the capital",Syria,Georgetown,Damascus
8476,8476,{}'s capital city is,4th of August Regime,Madrid,Athens
8477,8477,{} speaks,Dick King-Smith,Swedish,English
8478,8478,{} works as,Paul Hedqvist,actor,architect
8479,8479,{} performs,Bill Anschell,sitcom,jazz
8480,8480,{} is in,Huntingdon County,Michigan,Pennsylvania
8481,8481,{} is originally from,Bodin Issara,Beijing,Bangkok
8482,8482,The genre played by {} is,Louis Prima,thriller,jazz
8483,8483,{} works as,Anna Louisa Karsch,politician,poet
8484,8484,{} performs,Citizen James,jazz,sitcom
8485,8485,"{}, a product of",Microsoft Macro Assembler,IBM,Microsoft
8486,8486,{} was originally from,Preston Ridlehuber,Baghdad,Greenwood
8487,8487,{} succumbed at,Johann Christian Bach,Berlin,London
8488,8488,{} is in,Discovery Expedition,Africa,Antarctica
8489,8489,"{}, of",Val Gielgud,Google,BBC
8490,8490,{} was founded in,Helloween,Houston,Hamburg
8491,8491,{} follows the religion of,Michael Muhammad Knight,Christianity,Islam
8492,8492,{} was created in,Roxy Music,Munich,London
8493,8493,The language of {} is,Le Monde,Swedish,French
8494,8494,{} is a member of,Mexico national football team,Hamas,FIFA
8495,8495,{} is headquartered in,WWE,Beijing,Stamford
8496,8496,{} worked in,Ellen Wilkinson,Vienna,London
8497,8497,{}'s profession is an,Gianfranco Terenzi,actor,politician
8498,8498,"{}, that was created in",Off Course,Oslo,Japan
8499,8499,"{}, a native",Paul Guimard,Russian,French
8500,8500,"{}, created in",The Steepwater Band,Toronto,Chicago
8501,8501,"{}, which is called after",San Pietro in Montorio,Connecticut,Peter
8502,8502,{} is in,Singapore International Film Festival,Toronto,Singapore
8503,8503,{} plays as,Fernando Torres,midfielder,forward
8504,8504,{} expired at,Robert Kennicott,Vienna,Alaska
8505,8505,{} follows the religion of,Ingrid Mattson,Buddhism,Islam
8506,8506,The headquarters of {} is in,Taft Broadcasting,Birmingham,Cincinnati
8507,8507,{}'s headquarters are in,Brooks Sports,Singapore,Seattle
8508,8508,{} professionally plays the sport,Marcos Mondaini,baseball,soccer
8509,8509,{} is affiliated with the religion,Yvonne Ridley,Buddhism,Islam
8510,8510,{} has a citizenship from,Patrik Jensen,Austria,Sweden
8511,8511,{} is affiliated with the religion,Rumi,Judaism,Islam
8512,8512,"{}, who holds the position of",Jean Soanen,pope,bishop
8513,8513,"{}, who holds a citizenship from",Igor Markevitch,Russia,France
8514,8514,{} holds the title of,Caecilius of Elvira,pope,bishop
8515,8515,{}'s expertise is,Jakob Steiner,groundwater,geometry
8516,8516,{} is known for performing,Bobby Timmons,trance,jazz
8517,8517,{} plays as,Rodney Sneijder,goaltender,midfielder
8518,8518,{} holds a citizenship from,Hilda Watson,Ireland,Canada
8519,8519,"{}, a citizen of",Magda Linette,Belgium,Poland
8520,8520,{} premiered on,The Andy Williams Show,CBS,NBC
8521,8521,{} died in the city of,Haakon Lie,Paris,Oslo
8522,8522,The profession of {} is,Peter Macdissi,politician,actor
8523,8523,The occupation of {} is,Erika Toda,composer,actor
8524,8524,"{}, who plays the position",Jordan Gross,pitcher,tackle
8525,8525,{} plays the instrument,Ken Lane,trumpet,piano
8526,8526,The original language of {} is,The Vicomte of Bragelonne: Ten Years Later,Russian,French
8527,8527,{} worked in the city of,Ferdinand Boberg,Rome,Stockholm
8528,8528,{} worked in the city of,Louis Blanc,London,Paris
8529,8529,{} was a product of,Microsoft Forefront Threat Management Gateway,Intel,Microsoft
8530,8530,What does {} play? They play,Teddy Hill,opera,jazz
8531,8531,{} is a professional,Scottie Pippen,baseball,basketball
8532,8532,The native language of {} is,Caroline Ducey,Dutch,French
8533,8533,"{}, whose headquarters are in",Partners HealthCare,Amsterdam,Boston
8534,8534,{} has a citizenship from,Jean-Pierre Van Rossem,Venezuela,Belgium
8535,8535,The headquarter of {} is located in,University of Florence,Tehran,Florence
8536,8536,{} is in,Koboko District,Berkshire,Uganda
8537,8537,The original language of {} is,Greek Wikipedia,Tamil,Greek
8538,8538,{}'s position is,Claude de Longwy de Givry,Shah,bishop
8539,8539,{} plays as,Mike Pawlawski,midfielder,quarterback
8540,8540,{} worked in,Jean-Paul Marat,Vienna,Paris
8541,8541,"In {}, an official language is",Togo,Finnish,French
8542,8542,"{}, produced by",Toyota Land Cruiser,Nissan,Toyota
8543,8543,The mother tongue of {} is,Maurice Herzog,English,French
8544,8544,{} lost their life at,Claude Bernard,Rome,Paris
8545,8545,{} can be found in,Lefortovo District,Gujarat,Moscow
8546,8546,The language of {} was,Weird Tales,French,English
8547,8547,{} premiered on,The Sophisticated Gents,MTV,NBC
8548,8548,{} was released on,Roll Out,NBC,CBS
8549,8549,{} is follower of,bhikkhuni,Christianity,Buddhism
8550,8550,{} is a twin city of,Barcelona,Kyoto,Shanghai
8551,8551,The native language of {} is,Daniel Ceccaldi,Spanish,French
8552,8552,"{}, who is a citizen of",Ion Dragalina,Philippines,Romania
8553,8553,{} was developed in,Gladrags,Malaysia,India
8554,8554,{} is in,Kingsborough Community College,Queensland,Brooklyn
8555,8555,"{}, in",Hohenlohe,Netherlands,Germany
8556,8556,"In {}, an official language is",Camorino,Finnish,Italian
8557,8557,{} is employed by,Stephen Elop,BBC,Microsoft
8558,8558,{} was created by,Windows Phone 8,IBM,Microsoft
8559,8559,{} was formulated in,The Nylons,Turkey,Canada
8560,8560,{} was developed by,Congo Bongo,Apple,Sega
8561,8561,The headquarter of {} is located in,"Lancaster Newspapers, Inc.",Prague,Lancaster
8562,8562,"In {}, an official language is",Union between Sweden and Norway,Finnish,Norwegian
8563,8563,{} is originally from,Bai Guang,Dallas,Beijing
8564,8564,"In {}, an official language is",Sint Eustatius,French,Dutch
8565,8565,{} is within,Air Alpha Greenland,Utah,Greenland
8566,8566,"{}, in",Bunda District,India,Tanzania
8567,8567,{} is developed by,Volvo S80,Chrysler,Volvo
8568,8568,{} writes in,Donald Davie,French,English
8569,8569,"In {}, they understand",Palestinian territories,English,Hebrew
8570,8570,{} is a product of,Toyota Publica,Renault,Toyota
8571,8571,"{}, the",Kathryn Selby,guitar,piano
8572,8572,{} was created in,Deewaar,Italy,India
8573,8573,"{}, a product manufactured by",G Suite,Microsoft,Google
8574,8574,{} is in,Mapple Glacier,Europe,Antarctica
8575,8575,{} is a part of the continent of,Crystal Sound,Europe,Antarctica
8576,8576,The native language of {} is,Maximilian Voloshin,French,Russian
8577,8577,{} plays,Something Wilder,jazz,sitcom
8578,8578,{} has a citizenship from,Alireza Eftekhari,Norway,Iran
8579,8579,The expertise of {} is,Bruce Perens,mathematics,programmer
8580,8580,"{}, performing on the",Carla Kihlstedt,guitar,violin
8581,8581,{} is a product of,MVS,Intel,IBM
8582,8582,The genre played by {} is,The Beatles,jazz,blues
8583,8583,"{}, the",Jaroslav Janus,midfielder,goaltender
8584,8584,{} was from,focaccia,Turkey,Italy
8585,8585,The occupation of {} is,Michael William Balfe,politician,composer
8586,8586,"{}, who holds a citizenship from",Kishore Mahbubani,Canada,Singapore
8587,8587,{} can be found in,15th arrondissement of Paris,Toronto,Paris
8588,8588,The law in {} declares the language,Karlskoga Municipality,Indonesian,Swedish
8589,8589,{} was originally aired on,The Men Who Built America,NBC,History
8590,8590,"{}, located in",Mbale District,Pakistan,Uganda
8591,8591,The genre played by {} is,Dido and Aeneas,funk,opera
8592,8592,"{}, whose position is that of",Ludovico Madruzzo,bishop,cardinal
8593,8593,{} holds the title of,Telesphore Toppo,pope,bishop
8594,8594,The twin city of {} is,Ankara,Ankara,Miami
8595,8595,{} plays as,Ralph Guglielmi,outfielder,quarterback
8596,8596,The language used by {} is,Alfred Watkins,French,English
8597,8597,{} writes in,Clark Gable,Norwegian,English
8598,8598,"{}, whose headquarters are in",Russian Post,Rome,Moscow
8599,8599,The language of {} was,Le Juste Prix,Spanish,French
8600,8600,{} plays as,Sean Burke,midfielder,goaltender
8601,8601,{} is headquartered in,Leeds Permanent Building Society,London,Leeds
8602,8602,{}'s owner,Sony Pictures,Paris,Sony
8603,8603,"{}, from",Luxor AB,Microsoft,Nokia
8604,8604,The location of {} is,Molodist,Cardiff,Kiev
8605,8605,The language used by {} is,Robert Campin,English,Dutch
8606,8606,{} originated from,Pierre Macquer,Seoul,Paris
8607,8607,"{}, a product developed by",Office Open XML,Sega,Microsoft
8608,8608,{}'s occupation is,Roger Bowen,politician,actor
8609,8609,{} writes in,Eric Partridge,Armenian,English
8610,8610,{} originated in,Asian Scientist,Germany,Singapore
8611,8611,What does {} play? They play,Dianne Reeves,opera,jazz
8612,8612,{} originated in,Greenpeace,Manhattan,Vancouver
8613,8613,{} is a twin city of,Barcelona,Ankara,Istanbul
8614,8614,"{}, of",Craig Federighi,IBM,Apple
8615,8615,{} is in,Rockefeller Mountains,Europe,Antarctica
8616,8616,{} is affiliated with,Cayman Islands Football Association,NATO,FIFA
8617,8617,"In {}, the language spoken is",Liestal,Finnish,German
8618,8618,"In {}, an official language is",Hirvensalmi,Swedish,Finnish
8619,8619,{} was founded in,Mischief Brew,Brazil,Philadelphia
8620,8620,"{}, who plays",John Bernard Riley,opera,jazz
8621,8621,"{}, who is a citizen of",Norma Aleandro,Canada,Argentina
8622,8622,{} formed in,Demon Hunter,Dallas,Seattle
8623,8623,"{}, whose headquarters are in",Royal Numismatic Society,Queensland,London
8624,8624,The music label representing {} is,Kris Kristofferson,Coral,Monument
8625,8625,{} is located in the country of,canton of Bolivia,Poland,Bolivia
8626,8626,{} took up work in,Noam Chomsky,Cologne,Pennsylvania
8627,8627,The native language of {} is,Jacques Jouanneau,Russian,French
8628,8628,"{}, from",The Creepshow,Brazil,Canada
8629,8629,{} is produced by,Ferrari 288 GTO,Nissan,Ferrari
8630,8630,{} found employment in,Eduardo Zaplana,Munich,Madrid
8631,8631,"In {}, the language spoken is",Anguilla,French,English
8632,8632,{} speaks,Jostein Pedersen,English,Norwegian
8633,8633,"{}, produced by",Dacia Sandero,Toyota,Renault
8634,8634,"{}, located in",Habitat 67,Philippines,Canada
8635,8635,{} works for,Charles P. de Saint-Aignan,BBC,IBM
8636,8636,"{}, who is a citizen of","Thomas Cecil, 1st Earl of Exeter",Slovakia,England
8637,8637,{} is a citizen of,Eric IX of Sweden,Belgium,Sweden
8638,8638,"{}, that was created in",BC Apollo,Adelaide,Amsterdam
8639,8639,"{}, founded in",Krauss-Maffei,Sydney,Munich
8640,8640,{} premiered on,Stars Earn Stripes,CNN,NBC
8641,8641,{} formed in,Forest City Lovers,Rome,Toronto
8642,8642,The language of {} is,Claridade,Spanish,Portuguese
8643,8643,The language of {} was,Exercises in Style,English,French
8644,8644,{} premiered on,Liquid Television,HBO,MTV
8645,8645,{} used to work in,Diederik Wissels,Frankfurt,Belgium
8646,8646,{} passed away in,Pietro Andrea Ziani,Paris,Naples
8647,8647,The language of {} is,La Chienne,English,French
8648,8648,{} is a citizen of,William Weintraub,Japan,Canada
8649,8649,{} is a member of,Chinese Football Association,Death,FIFA
8650,8650,{} is created by,KC-767,IBM,Boeing
8651,8651,{} speaks the language,Jean Benguigui,English,French
8652,8652,The domain of activity of {} is,Ernest Archdeacon,mathematics,aviation
8653,8653,{} can be found in,transmediale,Portsmouth,Berlin
8654,8654,{} expired at,Jack Wong Sue,Alaska,Perth
8655,8655,"{}, who has a citizenship from",Michael Monroe,Mongolia,Finland
8656,8656,{} is located in the country of,Eupen-Malmedy,Mexico,Belgium
8657,8657,The twin city of {} is,Bucharest,Madrid,Beijing
8658,8658,{} is a member of,Jeff Hanneman,FIFA,Slayer
8659,8659,{} follows the religion of,Islam Shah Suri,Buddhism,Islam
8660,8660,{} plays,Frank Mills,trumpet,piano
8661,8661,"{}, the",Marc Gasol,soccer,basketball
8662,8662,{} professionally plays the sport,Pat Tillman,soccer,football
8663,8663,{} is located in,Black Coast,Europe,Antarctica
8664,8664,"{}, the",Rex Stewart,piano,trumpet
8665,8665,{} is located in,Ice Runway,Europe,Antarctica
8666,8666,The language of {} was,Daddio,Korean,English
8667,8667,{} premiered on,The Bronx Is Burning,CNN,ESPN
8668,8668,The language used by {} is,Mateo Flecha,Tamil,Spanish
8669,8669,"{}, who has a citizenship from",Sofia Talvik,Nigeria,Sweden
8670,8670,{} died in,Heinrich von Kleist,Perth,Berlin
8671,8671,{} was created in,Maria Flordeluna,Finland,Philippines
8672,8672,{} plays in the position of,Logan Thomas,goaltender,quarterback
8673,8673,{} is a part of the continent of,Vaughan Inlet,Africa,Antarctica
8674,8674,The domain of activity of {} is,Daniel Bernoulli,psychology,physics
8675,8675,{} is located in,Cape Penck,Africa,Antarctica
8676,8676,"{}, who plays",Lydia Field Emmet,jazz,portrait
8677,8677,{} passed away in,Gilles Marie Oppenord,Chicago,Paris
8678,8678,{} plays as,Mike Veisor,quarterback,goaltender
8679,8679,{} can be found in,Glastonbury Lake Village,London,Somerset
8680,8680,The genre played by {} is,The Tamuli,trance,fantasy
8681,8681,Which position does {} play? They play as,Jason Campbell,linebacker,quarterback
8682,8682,{} died at,Thomas Story Kirkbride,Bern,Philadelphia
8683,8683,{} is located in,Greenwood Valley,Asia,Antarctica
8684,8684,{} has a citizenship from,Joanne King,Italy,Ireland
8685,8685,{} lost their life at,Goffredo Petrassi,Warsaw,Rome
8686,8686,{} was written in,The Garin Death Ray,Italian,Russian
8687,8687,The original language of {} is,Polisse,Italian,French
8688,8688,The language used by {} is,Florian Henckel von Donnersmarck,Latin,German
8689,8689,The native language of {} is,Louis Dutens,English,French
8690,8690,{} was born in,Roy Orbison,Baltimore,Vernon
8691,8691,{} used to work in,Bruno Kreisky,Paris,Vienna
8692,8692,{} is located in the country of,Hrtkovci,Finland,Croatia
8693,8693,{} died at,William Duesbury,Sheffield,Derby
8694,8694,"{}, speaker of",Jean Davy,Russian,French
8695,8695,{}'s occupation is,Rodolfo Gambini,poet,physicist
8696,8696,{} is located in,Azerbaijan,Americas,Asia
8697,8697,{} is produced by,Lancia Dedra,Honda,Fiat
8698,8698,{} that was founded in,Ex Deo,Philadelphia,Montreal
8699,8699,{} took up work in,Edward Blake,Paris,London
8700,8700,"{}, playing the",Matt Riddle,piano,guitar
8701,8701,"{}, performing on the",Lee Jong-hyun,violin,guitar
8702,8702,{} was a product of,Adobe Soundbooth,Apple,Adobe
8703,8703,"{}, a native",Miho Mosulishvili,Russian,Georgian
8704,8704,{} is created by,Acura RDX,Porsche,Honda
8705,8705,{} is in,Library of Alexandria,Afghanistan,Alexandria
8706,8706,{} premiered on,Petticoat Junction,NBC,CBS
8707,8707,{} is located in the continent,Cambodia,Antarctica,Asia
8708,8708,{} is known for performing,Roy Budd,sitcom,jazz
8709,8709,{}'s occupation is,Takuya Ōnishi,actor,astronaut
8710,8710,{} was developed by,Schema.org,Google,Yahoo
8711,8711,{} is created by,Lexus LFA,Honda,Toyota
8712,8712,{} is headquartered in,Polish Socialist Party,Waterloo,Warsaw
8713,8713,{} took up work in,Rosa Luxemburg,Ottawa,Warsaw
8714,8714,The language used by {} is,Sergei Diaghilev,French,Russian
8715,8715,"{}, a citizen of",Hans Fruhstorfer,India,Germany
8716,8716,{} plays as,Daniel Berg Hestad,goaltender,midfielder
8717,8717,{} formed in,Samsung Electronics,Seattle,Seoul
8718,8718,{} is located in,Benedict College,California,Columbia
8719,8719,"{}, a citizen of",Woodrow Lloyd,Australia,Canada
